,months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
542,93,31,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,8740,8740,30590,N
543,37,25,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,5670,11340,34020,N
544,254,40,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,NO,43280,0,5410,37870,Y
545,131,29,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,NO,1,3,NO,76400,15280,7640,53480,N
546,230,43,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,NO,0,2,NO,75460,13720,13720,48020,N
547,313,50,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,13800,6900,48300,Y
548,210,38,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,Vehicle Theft,NO Collision,Minor Damage,Police,6,1,NO,1,2,NO,8640,1440,720,6480,N
549,101,29,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,2,1,NO,67210,12220,12220,42770,N
550,153,37,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,NO,0,3,NO,42500,4250,4250,34000,N
551,337,53,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,14400,7200,64800,N
552,360,51,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,NO Collision,Minor Damage,Police,5,1,YES,2,2,NO,4620,840,840,2940,Y
553,428,53,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,Parked Car,NO Collision,Trivial Damage,Police,9,1,YES,2,2,NO,6930,630,1260,5040,N
554,204,40,100/300,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,8340,8340,25020,N
555,364,51,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,14060,14060,49210,Y
556,185,35,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,0,0,Vehicle Theft,NO Collision,Trivial Damage,Police,8,1,NO,2,3,YES,4950,900,450,3600,N
557,63,26,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,Vehicle Theft,NO Collision,Minor Damage,Police,5,1,NO,0,2,YES,5160,860,860,3440,N
558,210,35,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,NO,24570,2730,2730,19110,Y
559,194,38,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,NO,1,0,NO,53680,4880,9760,39040,N
560,294,49,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,42900,3900,3900,35100,N
561,272,41,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,84100,16820,8410,58870,Y
562,27,27,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,NO,1,3,NO,61560,6840,6840,47880,N
563,251,39,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,NO,44240,5530,5530,33180,N
564,180,33,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,NO,2,3,YES,57700,11540,5770,40390,N
565,392,50,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,16620,16620,74790,N
566,143,30,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,10860,5430,38010,N
567,371,54,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,NO,1,2,NO,32280,5380,5380,21520,Y
568,292,42,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,16920,8460,59220,N
569,165,35,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,6970,6970,55760,N
570,158,33,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,3640,7280,25480,N
571,241,39,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,4690,4690,28140,N
572,103,33,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,NO,79090,14380,14380,50330,N
573,402,54,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,7530,15060,45180,Y
574,102,32,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,9480,4740,33180,Y
575,182,40,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,NO,71100,7110,14220,49770,N
576,282,46,100/300,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,NO,2,2,NO,69400,13880,6940,48580,N
577,222,39,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,NO,55000,5000,10000,40000,Y
578,415,52,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,51090,7860,7860,35370,N
579,51,34,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,2,3,NO,64200,6420,19260,38520,Y
580,255,45,500/1000,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,12240,12240,42840,N
581,143,31,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,NO,76120,6920,13840,55360,N
582,130,28,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,13080,13080,58860,N
583,242,41,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,NO,68090,12380,12380,43330,N
584,96,27,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,Parked Car,NO Collision,Trivial Damage,Police,4,1,NO,1,2,NO,6030,670,670,4690,N
585,180,35,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,17,1,NO,1,3,NO,5100,1020,510,3570,N
586,150,30,100/300,1000,1677.26,0,MALE,College,sales,own-child,40100,0,Vehicle Theft,NO Collision,Trivial Damage,Police,7,1,YES,1,3,YES,4590,510,510,3570,N
587,463,59,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,NO,1,2,NO,72400,7240,14480,50680,Y
588,472,64,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,14180,7090,49630,N
589,75,25,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,NO,2,3,YES,65100,6510,6510,52080,N
590,193,40,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,NO,2,1,YES,64260,0,14280,49980,N
591,43,43,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,NO,2,1,NO,79970,7270,21810,50890,Y
592,253,41,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,NO,56610,6290,6290,44030,N
593,152,30,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,NO,84590,7690,7690,69210,Y
594,160,38,250/500,500,1733.56,0,MALE,High School,sales,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,7420,14840,44520,N
595,56,36,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,58500,0,6500,52000,N
596,286,41,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,Parked Car,NO Collision,Trivial Damage,Police,3,1,NO,2,0,NO,5000,500,500,4000,N
597,3,29,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,NO Collision,Trivial Damage,Police,3,1,NO,2,1,NO,5000,500,1000,3500,Y
598,286,41,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,NO,1,3,YES,54450,6050,12100,36300,N
599,239,38,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,NO,61920,6880,6880,48160,N
600,64,29,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,NO,1,2,NO,43700,4370,4370,34960,Y
601,98,31,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,NO,2,0,NO,64080,7120,7120,49840,N
602,16,35,250/500,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,NO,55000,10000,10000,35000,Y
603,70,27,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,Vehicle Theft,NO Collision,Trivial Damage,Police,19,1,NO,2,3,NO,4400,0,550,3850,N
604,75,27,100/300,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,NO,0,1,YES,71640,5970,11940,53730,N
605,246,44,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,61740,6860,6860,48020,N
606,110,27,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,NO,0,3,NO,57500,5750,5750,46000,N
607,236,39,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,Parked Car,NO Collision,Minor Damage,Police,17,1,YES,0,0,NO,8700,870,1740,6090,N
608,267,46,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,NO,77100,15420,7710,53970,N
609,463,57,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,6600,6600,46200,N
610,303,46,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,9980,4990,39920,N
611,137,30,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,NO,2,1,NO,74030,6730,13460,53840,N
612,56,42,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,NO,1,2,YES,61490,11180,11180,39130,N
613,75,27,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,6630,13260,59670,N
614,131,33,100/300,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,Parked Car,NO Collision,Minor Damage,Police,3,1,NO,0,1,NO,4900,490,490,3920,N
615,153,34,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,NO,1,0,NO,77770,14140,14140,49490,N
616,255,43,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,NO,2,2,NO,74700,7470,14940,52290,Y
617,103,26,100/300,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,NO,40600,4060,4060,32480,N
618,97,28,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,1,0,NO,45270,10060,10060,25150,N
619,214,36,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,NO,47080,4280,8560,34240,N
620,438,57,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,NO,0,0,NO,40700,4070,4070,32560,Y
621,87,27,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,NO,2,1,YES,34650,6300,3150,25200,N
622,27,28,500/1000,1000,1074.47,0,MALE,MD,protective-serv,wife,0,0,Parked Car,NO Collision,Trivial Damage,Police,4,1,NO,2,0,NO,3200,400,400,2400,N
623,206,42,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,NO,1,1,NO,78980,7180,14360,57440,Y
624,127,31,500/1000,500,1255.02,0,MALE,Associate,sales,not-in-family,58200,0,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,10,1,YES,1,0,NO,6160,560,1120,4480,N
625,422,60,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,15500,7750,62000,N
626,303,50,100/300,2000,836.11,5000000,MALE,Masters,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,72840,12140,6070,54630,N
627,228,40,100/300,500,1450.98,0,MALE,Associate,exec-managerial,husband,43700,0,Parked Car,NO Collision,Trivial Damage,Police,20,1,NO,0,2,NO,6050,1100,1100,3850,N
628,239,39,250/500,2000,625.08,0,FEMALE,JD,protective-serv,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,15980,7990,63920,Y
629,330,47,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,NO,0,2,YES,60500,11000,5500,44000,Y
630,128,35,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,NO,2,1,NO,88220,16040,16040,56140,N
631,147,37,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,9760,4880,39040,N
632,287,45,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,0,2,NO,53800,5380,5380,43040,N
633,142,29,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,4530,9060,40770,Y
634,162,35,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,54340,9880,4940,39520,N
635,140,35,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,wife,0,-42900,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,5,1,NO,0,2,YES,2860,520,260,2080,Y
636,106,28,100/300,2000,1609.11,0,MALE,High School,craft-repair,own-child,0,0,Vehicle Theft,NO Collision,Minor Damage,Police,8,1,YES,2,1,YES,5490,0,1220,4270,N
637,292,45,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,0,0,Vehicle Theft,NO Collision,Trivial Damage,Police,4,1,NO,0,2,NO,7370,670,1340,5360,N
638,34,34,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,NO,1,0,NO,50800,5080,5080,40640,Y
639,290,48,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,NO,1,1,NO,41520,5190,5190,31140,N
640,182,38,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,NO,2,3,YES,89650,8150,16300,65200,N
641,362,55,100/300,1000,1097.99,0,FEMALE,JD,other-service,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,NO,0,3,NO,39690,0,0,39690,N
642,143,32,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,NO,2,0,NO,62260,5660,5660,50940,N
643,183,38,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,51920,9440,4720,37760,Y
644,254,40,250/500,500,1390.89,5000000,MALE,College,armed-forces,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,NO,2,2,NO,53460,9720,4860,38880,N
645,249,43,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,57100,5710,5710,45680,N
646,169,36,250/500,500,1616.26,0,MALE,High School,exec-managerial,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,NO,77440,14080,7040,56320,N
647,235,40,500/1000,500,1398.94,0,MALE,College,craft-repair,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,6830,13660,47810,N
648,112,32,500/1000,1000,1238.92,0,MALE,Associate,other-service,other-relative,57800,-53700,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,4,1,NO,0,2,NO,5060,460,920,3680,N
649,16,32,100/300,1000,968.46,0,MALE,MD,tech-support,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,NO,0,2,NO,59400,6600,13200,39600,Y
650,128,31,100/300,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,NO,69930,0,15540,54390,Y
651,103,27,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,77700,7770,15540,54390,N
652,356,54,500/1000,500,912.3,0,MALE,College,prof-specialty,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,NO,68750,12500,12500,43750,Y
653,109,29,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,1,3,YES,91080,16560,16560,57960,N
654,2,20,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360,4030,8060,36270,N
655,198,34,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,9500,9500,76000,N
656,107,32,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,82100,0,Vehicle Theft,NO Collision,Trivial Damage,Police,8,1,NO,1,3,NO,3900,780,390,2730,N
657,252,39,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,0,3,NO,59400,11880,5940,41580,Y
658,303,43,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,NO,2,0,NO,60210,6690,6690,46830,N
659,101,32,250/500,500,895.14,0,MALE,JD,sales,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,NO,0,3,YES,43600,8720,4360,30520,N
660,446,57,100/300,2000,1373.21,0,MALE,College,adm-clerical,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,6280,12560,43960,N
661,330,48,250/500,1000,1625.65,0,MALE,College,farming-fishing,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,NO,59500,11900,5950,41650,N
662,211,37,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,YES,1,0,NO,53460,5940,5940,41580,N
663,172,33,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,7580,7580,26530,N
664,316,46,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,NO,0,1,YES,63100,6310,12620,44170,N
665,435,60,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,NO,2,1,NO,62880,5240,10480,47160,Y
666,344,51,100/300,1000,959.83,0,FEMALE,Masters,sales,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,NO,2,2,YES,75400,17400,11600,46400,Y
667,204,40,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,4200,8400,33600,N
668,278,47,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,58500,5850,5850,46800,N
669,434,57,500/1000,2000,1422.95,0,MALE,JD,transport-moving,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,66240,11040,11040,44160,N
670,209,36,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,1,3,NO,65440,8180,8180,49080,N
671,250,43,500/1000,2000,1539.06,0,MALE,Masters,sales,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,NO,64200,10700,10700,42800,N
672,61,25,100/300,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,32320,4040,4040,24240,N
673,80,28,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,NO,0,1,NO,33480,3720,3720,26040,N
674,25,38,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,wife,40900,0,Vehicle Theft,NO Collision,Trivial Damage,No Authorities Contacted,0,1,NO,1,1,YES,4320,480,960,2880,N
675,4,29,250/500,500,1381.88,5000000,MALE,High School,tech-support,other-relative,0,-77800,Vehicle Theft,NO Collision,Trivial Damage,Police,4,1,NO,0,2,NO,4200,840,420,2940,N
676,32,29,100/300,500,1446.98,0,MALE,MD,adm-clerical,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,57970,10540,5270,42160,N
677,125,31,500/1000,500,1220.86,0,MALE,JD,other-service,husband,55400,-40400,Parked Car,NO Collision,Trivial Damage,No Authorities Contacted,4,1,YES,1,2,NO,4320,0,960,3360,N
678,276,45,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,NO,0,2,NO,69300,13860,6930,48510,N
