,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_NO Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_No Authorities Contacted,authorities_contacted_Other,authorities_contacted_Police
479,317,46,1000,1012.78,0,43700,0,18,1,2,1,104610,19020,19020,66570,2,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
480,264,44,500,1047.06,6000000,0,0,20,3,0,2,69850,12700,6350,50800,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
481,20,21,1000,1390.29,0,0,-41200,14,1,0,0,62900,12580,6290,44030,2,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
482,116,30,500,951.46,0,0,-35500,8,3,0,3,59670,6630,6630,46410,5,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,222,40,1000,1226.78,0,49600,-49200,17,2,2,0,81500,16300,8150,57050,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
484,439,56,500,1280.9,0,48900,-40900,9,1,2,0,50000,15000,5000,30000,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
485,66,28,2000,1472.77,0,0,-31700,0,1,2,1,48290,8780,8780,30730,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
486,128,29,1000,1878.44,0,0,-76000,2,1,0,0,59070,5370,5370,48330,5,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
487,69,24,500,1418.5,0,0,0,23,3,0,0,63300,12660,6330,44310,5,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
488,294,46,500,1532.8,0,0,0,8,1,0,3,65780,11960,11960,41860,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
489,19,29,500,1304.35,0,0,0,6,3,0,2,75400,11600,11600,52200,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,191,33,2000,1551.61,0,45000,-30400,3,1,1,1,2250,250,250,1750,5,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
491,4,39,1000,1326.98,6000000,64200,0,14,3,1,3,54120,4510,9020,40590,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,298,49,500,862.92,0,0,-71700,16,3,0,2,69480,11580,11580,46320,2,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
493,231,43,2000,1331.69,0,0,0,12,1,1,2,66950,10300,10300,46350,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
494,338,47,2000,1486.04,0,0,-56200,1,3,2,3,64100,12820,6410,44870,2,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
495,261,46,1000,870.55,0,0,-49400,19,1,0,3,80280,13380,13380,53520,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
496,321,44,2000,1344.56,6000000,0,-39100,7,1,1,2,4680,520,0,4160,5,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
497,0,32,1000,1377.04,0,61400,-41100,6,4,1,1,39720,6620,6620,26480,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
498,405,58,500,1237.88,0,0,-46900,11,1,0,0,63580,5780,5780,52020,2,1,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
499,304,49,1000,1525.86,0,0,0,2,1,1,1,73370,13340,6670,53360,1,0,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
500,1,29,500,854.58,0,52200,0,15,1,2,3,86790,7890,23670,55230,5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
501,26,39,1000,770.76,0,0,-53700,0,1,0,2,49800,9960,4980,34860,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
502,202,38,2000,1132.74,0,0,-37500,12,1,1,1,77440,7040,14080,56320,1,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
503,289,48,500,1173.37,8000000,0,-42700,1,1,1,0,42900,8580,0,34320,5,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
504,61,26,2000,1188.28,6000000,0,-53800,16,2,1,0,53820,11960,5980,35880,1,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
505,334,46,1000,876.88,6000000,0,0,2,1,2,1,57330,12740,6370,38220,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
506,12,24,1000,1143.95,0,51400,0,13,3,2,1,53370,5930,5930,41510,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
507,86,29,2000,1409.06,0,74200,-68100,0,1,2,2,62920,9680,14520,38720,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
508,83,24,1000,1070.63,0,0,0,0,3,0,1,61600,6160,12320,43120,5,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
509,126,30,2000,916.13,0,55300,-58400,16,3,2,0,74160,6180,12360,55620,5,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
510,209,38,500,1191.5,0,38600,-52900,8,1,2,0,80100,8900,8900,62300,2,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
511,283,48,1000,1474.66,0,0,-46200,9,1,2,3,6560,820,820,4920,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
512,194,34,1000,1193.45,0,0,0,11,1,2,1,58800,11760,5880,41160,2,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
513,184,38,1000,1437.53,0,0,0,6,3,0,2,53730,11940,5970,35820,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,479,60,2000,1304.83,0,0,0,18,1,0,0,60600,5050,10100,45450,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
515,284,48,1000,1168.8,0,0,-42400,11,1,0,3,35750,6500,3250,26000,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
516,65,27,1000,1164.97,0,43000,-42500,17,1,1,2,42840,3570,7140,32130,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
517,222,39,1000,1232.72,0,87800,-51200,21,3,1,0,87960,14660,14660,58640,2,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
518,196,41,2000,1800.76,0,0,-78600,0,3,1,0,47800,4780,4780,38240,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
519,253,43,500,1187.01,7000000,46300,-33000,9,1,0,1,3840,640,640,2560,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
520,280,43,1000,1559.34,0,0,-51600,1,1,0,2,77000,14000,7000,56000,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
521,5,26,2000,1137.02,0,31500,0,22,1,1,3,88110,16020,16020,56070,2,0,7,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
522,220,42,1000,1281.72,0,33500,-49500,20,4,0,2,47740,4340,4340,39060,1,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
523,85,30,1000,796.35,0,72400,-77000,9,3,2,1,58960,5360,10720,42880,1,0,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
524,266,46,500,1270.02,0,0,-45800,5,1,1,2,2160,480,240,1440,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
525,41,26,1000,1383.13,0,46700,0,12,1,1,1,6890,530,1060,5300,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
526,316,45,2000,1290.74,5000000,58300,0,6,3,2,0,78870,7170,14340,57360,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
527,285,47,1000,1216.68,0,55100,0,8,1,1,1,2700,300,300,2100,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
528,379,54,500,1251.16,0,41400,0,14,1,0,1,75960,6330,6330,63300,1,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
529,15,34,2000,1586.41,0,33500,-58900,10,1,1,3,75570,6870,13740,54960,2,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
530,354,48,2000,1526.11,5000000,0,0,12,1,2,3,90240,15040,15040,60160,5,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
531,342,53,1000,1028.44,0,0,0,12,1,0,0,80960,14720,7360,58880,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
532,169,38,1000,1555.94,0,23300,0,12,3,1,3,79080,6590,13180,59310,1,1,7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
533,339,49,2000,1570.77,0,98800,-65300,13,1,0,3,6820,1240,620,4960,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
534,259,42,2000,1170.53,0,65000,-49200,17,3,1,2,62590,5690,11380,45520,1,0,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
535,65,23,1000,1099.95,0,0,-71900,14,1,1,0,52400,6550,6550,39300,2,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
536,254,46,2000,1472.43,0,0,-90600,3,3,1,3,63580,5780,11560,46240,2,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,440,55,500,1275.62,0,0,-56200,18,3,2,1,61400,6140,6140,49120,2,0,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
538,478,63,1000,1292.3,0,47600,0,5,1,1,3,4700,940,470,3290,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
539,230,44,2000,1009.37,0,45400,-39400,19,1,0,2,74140,13480,13480,47180,2,0,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
540,138,30,500,1093.07,4000000,27700,-72400,0,1,2,2,83160,6930,13860,62370,5,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
541,239,41,1000,1325.44,7000000,51400,-6300,22,1,0,2,10790,1660,830,8300,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
542,93,31,2000,1017.18,0,0,0,21,3,1,3,48070,8740,8740,30590,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
543,37,25,1000,1221.17,0,49300,0,4,3,0,0,51030,5670,11340,34020,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
544,254,40,500,1927.87,0,0,0,10,1,0,1,43280,0,5410,37870,1,1,6,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
545,131,29,1000,978.27,0,65700,0,5,1,1,3,76400,15280,7640,53480,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
546,230,43,2000,1221.14,0,48100,0,13,1,0,2,75460,13720,13720,48020,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
547,313,50,2000,1255.62,0,0,0,18,3,2,1,69000,13800,6900,48300,1,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
548,210,38,500,999.52,0,0,0,6,1,1,2,8640,1440,720,6480,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
549,101,29,500,1380.89,0,30000,-53000,0,3,2,1,67210,12220,12220,42770,2,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
550,153,37,500,1010.77,0,52300,-55600,5,3,0,3,42500,4250,4250,34000,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
551,337,53,500,1205.86,0,0,-34600,8,1,0,1,86400,14400,7200,64800,1,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
552,360,51,1000,1526.61,0,0,-32900,5,1,2,2,4620,840,840,2940,5,1,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
553,428,53,1000,1496.44,0,0,0,9,1,2,2,6930,630,1260,5040,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
554,204,40,500,1256.2,0,0,0,10,3,1,2,41700,8340,8340,25020,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
555,364,51,500,1268.35,0,0,0,16,1,2,1,77330,14060,14060,49210,1,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
556,185,35,2000,1421.59,0,0,0,8,1,2,3,4950,900,450,3600,5,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
557,63,26,500,1500.04,6000000,0,-36500,5,1,0,2,5160,860,860,3440,5,1,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
558,210,35,500,1433.24,0,0,-19500,11,3,2,1,24570,2730,2730,19110,1,0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
559,194,38,2000,1231.25,0,46500,0,15,3,1,0,53680,4880,9760,39040,1,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
560,294,49,500,1135.43,0,22700,0,23,3,1,1,42900,3900,3900,35100,5,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
561,272,41,2000,945.73,5000000,38600,-42800,23,1,0,0,84100,16820,8410,58870,2,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
562,27,27,2000,1118.76,0,0,-55800,23,1,1,3,61560,6840,6840,47880,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
563,251,39,2000,1231.98,0,0,-31700,10,1,0,0,44240,5530,5530,33180,5,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
564,180,33,2000,1005.47,0,58100,-49000,12,4,2,3,57700,11540,5770,40390,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
565,392,50,2000,1108.97,0,68400,-66800,4,1,2,2,108030,16620,16620,74790,1,0,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
566,143,30,500,1392.39,5000000,0,-65700,16,1,2,0,54300,10860,5430,38010,1,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
567,371,54,2000,1317.97,0,34700,-81000,18,3,1,2,32280,5380,5380,21520,1,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
568,292,42,1000,1588.22,0,0,-53800,15,3,1,1,84600,16920,8460,59220,2,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
569,165,35,500,900.02,6000000,0,-49900,8,1,1,3,69700,6970,6970,55760,2,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
570,158,33,1000,1744.64,3000000,0,0,4,3,0,1,36400,3640,7280,25480,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
571,241,39,1000,1260.56,0,0,-54900,20,3,0,2,37520,4690,4690,28140,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
572,103,33,2000,1021.14,0,69500,-47700,1,3,2,3,79090,14380,14380,50330,5,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
573,402,54,2000,1285.09,0,48000,-79600,19,1,0,2,67770,7530,15060,45180,2,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
574,102,32,500,1537.07,3000000,0,0,11,1,1,0,47400,9480,4740,33180,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
575,182,40,1000,1022.42,0,50000,-56900,13,1,0,2,71100,7110,14220,49770,1,1,7,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
576,282,46,2000,1558.86,0,51100,-75100,2,1,2,2,69400,13880,6940,48580,1,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
577,222,39,500,1757.87,0,71400,0,9,3,2,1,55000,5000,10000,40000,5,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
578,415,52,1000,973.5,0,50400,0,15,2,1,3,51090,7860,7860,35370,2,1,7,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
579,51,34,500,1430.8,0,0,0,23,1,2,3,64200,6420,19260,38520,5,1,7,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
580,255,45,500,1192.27,0,0,-40200,16,1,2,0,67320,12240,12240,42840,5,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
581,143,31,500,1163.83,0,37700,0,21,4,2,0,76120,6920,13840,55360,2,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
582,130,28,1000,1003.15,0,0,-38500,21,2,2,1,85020,13080,13080,58860,5,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
583,242,41,2000,1153.54,6000000,0,-57000,3,3,0,1,68090,12380,12380,43330,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
584,96,27,1000,1631.1,0,0,0,4,1,1,2,6030,670,670,4690,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
585,180,35,1000,1252.48,0,0,-55800,17,1,1,3,5100,1020,510,3570,5,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
586,150,30,1000,1677.26,0,40100,0,7,1,1,3,4590,510,510,3570,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
587,463,59,1000,979.73,0,51700,0,14,2,1,2,72400,7240,14480,50680,2,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,472,64,500,989.24,0,0,0,13,1,2,3,70900,14180,7090,49630,2,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
589,75,25,1000,1389.86,0,0,0,23,2,2,3,65100,6510,6510,52080,5,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
590,193,40,500,1233.85,0,0,0,23,3,2,1,64260,0,14280,49980,1,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,43,43,500,1320.39,0,0,0,16,1,2,1,79970,7270,21810,50890,5,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
592,253,41,1000,1435.09,0,36600,0,17,1,2,0,56610,6290,6290,44030,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
593,152,30,500,1448.54,0,58600,0,9,1,1,1,84590,7690,7690,69210,5,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
594,160,38,500,1733.56,0,0,-43800,13,3,2,1,66780,7420,14840,44520,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
595,56,36,500,1533.07,0,0,-28800,13,1,1,2,58500,0,6500,52000,1,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
596,286,41,500,1106.77,0,45500,-62500,3,1,2,0,5000,500,500,4000,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
597,3,29,500,995.7,5000000,0,0,3,1,2,1,5000,500,1000,3500,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
598,286,41,1000,1298.85,6000000,71300,-70300,16,3,1,3,54450,6050,12100,36300,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
599,239,38,1000,1276.73,5000000,0,0,12,3,1,3,61920,6880,6880,48160,2,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
